subtotal,order_date_dt,order_total_revenue,zip_code,unique_customer_id
28,2025-01-28,28,95460,735
49,2025-01-28,49,15601,736
90,2025-01-27,90,23693,737
56,2025-01-27,56,20906,738
23.8,2025-01-27,23.8,80238,739
28,2025-01-26,28,60611,115
56,2025-01-26,56,49445,740
28,2025-01-26,28,60202,668
28,2025-01-26,28,7052,741
73,2025-01-25,73,13786,742
28,2025-01-24,28,97218,743
28,2025-01-24,28,89128,744
28,2025-01-24,28,60628,696
28,2025-01-24,28,60411,745
28,2025-01-24,28,10012,746
28,2025-01-24,28,90277,591
56,2025-01-23,56,63362,236
84,2025-01-23,84,92544,747
28,2025-01-23,28,33157,748
33.75,2025-01-23,33.75,91766,720
28,2025-01-23,28,80210,593
28,2025-01-23,28,80120,193
140,2025-01-23,140,13041,749
28,2025-01-22,28,98032,750
28,2025-01-22,28,80121,751
28,2025-01-22,28,21623,752
141,2025-01-21,141,48220,447
141,2025-01-20,141,91106,753
28,2025-01-18,28,2919,754
21,2025-01-18,21,89122,4
73,2025-01-18,73,80027,3
56,2025-01-18,56,79912,646
28,2025-01-17,28,83687,87
56,2025-01-17,56,97479,671
21,2025-01-17,21,99006,629
28,2025-01-17,28,,645
28,2025-01-17,28,92544,747
70,2025-01-17,70,80111,755
28,2025-01-17,28,44116,756
28,2025-01-17,28,8205,757
28,2025-01-16,28,18914,758
38.25,2025-01-15,38.25,89128,744
23.8,2025-01-14,23.8,48317,759
56,2025-01-10,56,33157,39
28,2025-01-10,28,98208,760
21,2025-01-10,21,80909,669
47.6,2025-01-10,47.6,22203,761
114.75,2025-01-09,114.75,46544,762
23.8,2025-01-08,23.8,28651,763
43.5,2025-01-08,43.5,75703,519
385,2025-01-08,385,53005,293
22.4,2025-01-07,22.4,80123,764
38.25,2025-01-06,38.25,74133,765
45,2025-01-06,45,28401,205
45,2025-01-06,45,74133,765
28,2025-01-06,28,28090,644
45,2025-01-05,45,7070,560
45,2025-01-05,45,7070,560
90,2025-01-05,90,80219,111
90,2025-01-05,90,10028,128
45,2025-01-05,45,7853,766
45,2025-01-04,45,33157,748
26.25,2025-01-04,26.25,80007,767
45,2025-01-04,45,70769,768
28,2025-01-02,28,48819,769
45,2025-01-01,45,91006,100
90,2025-01-01,90,61455,33
45,2025-01-01,45,30738,770
45,2024-12-31,45,22182,118
83,2024-12-31,83,60605,26
45,2024-12-29,45,37209,771
66,2024-12-29,66,97405,715
28,2024-12-25,28,22182,118
56,2024-12-24,56,30030,772
23.8,2024-12-24,23.8,80118,773
141,2024-12-23,141,78752,774
70,2024-12-20,70,48188,775
49.3,2024-12-20,49.3,70769,768
26.25,2024-12-17,26.25,99006,629
29.75,2024-12-17,29.75,92544,776
147.9,2024-12-15,147.9,21060,777
38.5,2024-12-13,38.5,,645
59.5,2024-12-13,59.5,6877,778
70,2024-12-13,70,55082,779
161,2024-12-12,161,83687,87
26.25,2024-12-12,26.25,10516,618
35,2024-12-12,35,28090,644
28,2024-12-11,28,7052,741
35,2024-12-11,35,62565,780
116,2024-12-11,116,46637,243
161,2024-12-10,161,50126,781
26.25,2024-12-10,26.25,80909,669
116,2024-12-10,116,75703,519
105,2024-12-10,105,32779,782
35,2024-12-10,35,62640,783
43.5,2024-12-08,43.5,75703,519
35,2024-12-08,35,13027,784
174,2024-12-08,174,80503,155
11.6,2024-12-06,11.6,80122,785
58,2024-12-05,58,22182,118
116,2024-12-05,116,10023,786
178.5,2024-12-04,178.5,10579,787
26.25,2024-12-04,26.25,80007,767
58,2024-12-03,58,80236,788
58,2024-12-03,58,34609,789
52.5,2024-12-03,52.5,32779,782
58,2024-12-02,58,91006,100
58,2024-12-02,58,15601,790
58,2024-12-02,58,,645
58,2024-12-01,58,92253,158
58,2024-12-01,58,30082,453
289,2024-11-29,289,70777,222
666,2024-11-29,666,80010,251
70,2024-11-28,70,80303,81
70,2024-11-28,70,85713,791
70,2024-11-27,70,79903,646
70,2024-11-26,70,78130,792
70,2024-11-26,70,78130,792
116,2024-11-26,116,80503,155
70,2024-11-26,70,60202,668
26.25,2024-11-26,26.25,62640,783
151,2024-11-26,151,7928,552
70,2024-11-23,70,,645
49.3,2024-11-22,49.3,7070,560
70,2024-11-20,70,48506,606
93,2024-11-20,93,80302,793
35,2024-11-18,35,97405,715
70,2024-11-18,70,30030,9
70,2024-11-17,70,79903,646
26.25,2024-11-17,26.25,99006,629
29.75,2024-11-17,29.75,,645
35,2024-11-15,35,6450,794
70,2024-11-15,70,27523,795
26.25,2024-11-12,26.25,10516,618
58,2024-11-10,58,98056,435
58,2024-11-10,58,27006,49
87,2024-11-09,87,22182,118
58,2024-11-08,58,33496,194
70,2024-11-08,70,32779,782
101.5,2024-11-08,101.5,75703,519
128,2024-11-06,128,63109,62
58,2024-11-05,58,30233,413
52.5,2024-11-03,52.5,32779,782
70,2024-11-03,70,60628,696
58,2024-11-02,58,25404,796
58,2024-11-02,58,20010,120
26.25,2024-10-31,26.25,78415,797
26.25,2024-10-29,26.25,90046,798
26.25,2024-10-26,26.25,62640,783
35,2024-10-25,35,48342,177
150.8,2024-10-25,150.8,90803,799
29.75,2024-10-24,29.75,95060,800
116,2024-10-23,116,37042,113
58,2024-10-23,58,20148,509
175,2024-10-22,175,7508,801
35,2024-10-22,35,1562,802
40.6,2024-10-22,40.6,30082,453
116,2024-10-21,116,37042,113
59.5,2024-10-20,59.5,79903,646
65.1,2024-10-19,65.1,60202,668
49,2024-10-19,49,27560,803
101.5,2024-10-19,101.5,7950,804
40.6,2024-10-19,40.6,2816,102
232,2024-10-19,232,37042,113
161,2024-10-19,161,80219,111
29.75,2024-10-14,29.75,65807,805
49.3,2024-10-14,49.3,80138,806
150.8,2024-10-13,150.8,81612,807
35,2024-10-13,35,98116,808
35,2024-10-12,35,7444,809
26.25,2024-10-12,26.25,81504,810
59.5,2024-10-11,59.5,55082,779
29.75,2024-10-11,29.75,10306,811
35,2024-10-08,35,60628,696
43.5,2024-10-08,43.5,75703,519
35,2024-10-06,35,7052,741
52.5,2024-10-03,52.5,32779,782
35,2024-09-30,35,4102,812
55,2024-09-28,55,80020,813
55,2024-09-28,55,80020,813
25.6,2024-09-26,25.6,80121,814
61.6,2024-09-26,61.6,80014,815
55,2024-09-26,55,78070,698
55,2024-09-24,55,2814,816
55,2024-09-24,55,90241,257
44,2024-09-23,44,12603,817
76.8,2024-09-22,76.8,30030,772
152,2024-09-20,152,95062,818
55,2024-09-18,55,93203,819
32,2024-09-17,32,44811,820
25.6,2024-09-16,25.6,39565,821
44,2024-09-14,44,20722,822
64,2024-09-13,64,32779,782
139,2024-09-13,139,97702,823
240,2024-09-12,240,62703,824
64,2024-09-12,64,99006,629
64,2024-09-11,64,46017,825
55,2024-09-10,55,,87
44.8,2024-09-10,44.8,80303,81
51.2,2024-09-08,51.2,60625,826
32,2024-09-07,32,78757,827
152,2024-09-06,152,46902,828
96,2024-09-06,96,12484,829
25.6,2024-09-05,25.6,2125,830
32,2024-09-04,32,60453,831
45,2024-09-04,45,60605,231
32,2024-09-04,32,34736,832
32,2024-09-03,32,30277,833
55,2024-09-03,55,61455,66
55,2024-09-03,55,92648,175
55,2024-09-03,55,60803,834
55,2024-09-01,55,92627,835
44.8,2024-09-01,44.8,17603,189
64,2024-09-01,64,32750,836
80,2024-09-01,80,94587,837
55,2024-08-29,55,37307,61
94.5,2024-08-29,94.5,44116,94
64,2024-08-29,64,4260,1
55,2024-08-29,55,10028,128
69.6,2024-08-27,69.6,62640,783
32,2024-08-27,32,75225,838
154,2024-08-27,154,93555,73
55,2024-08-26,55,89123,839
110,2024-08-23,110,30126,454
22.4,2024-08-23,22.4,39565,821
44.8,2024-08-23,44.8,38114,22
45.5,2024-08-22,45.5,80120,193
64,2024-08-22,64,80120,840
126,2024-08-22,126,60605,231
65,2024-08-22,65,11946,841
55,2024-08-21,55,44203,842
32,2024-08-18,32,80219,111
110,2024-08-18,110,10028,128
55,2024-08-18,55,80219,111
55,2024-08-18,55,80022,327
32,2024-08-07,32,98801,843
