subtotal,order_date_dt,order_total_revenue,zip_code,unique_customer_id
190,2023-04-04,114,80219,111
190,2023-04-04,114,80219,111
190,2023-04-04,114,80219,111
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,80537,105
75,2023-04-02,45,,374
75,2023-04-02,45,,375
150,2023-04-01,90,93313,376
40,2023-04-01,24,33019,377
80,2023-03-31,48,57717,378
300,2023-03-31,180,90606,278
230,2023-03-29,138,,379
150,2023-03-28,90,21122,380
75,2023-03-28,45,,381
40,2023-03-27,24,,277
40,2023-03-27,24,,277
40,2023-03-27,24,,277
75,2023-03-27,45,13753,70
75,2023-03-27,45,13753,70
75,2023-03-26,45,7832,368
140,2023-03-26,84,7801,382
260,2023-03-25,175,80237,367
32,2023-03-24,32,33458,191
75,2023-03-24,45,84074,383
75,2023-03-24,45,,272
75,2023-03-24,45,,272
75,2023-03-24,45,,272
120,2023-03-23,72,,384
75,2023-03-19,45,81623,261
75,2023-03-19,45,81623,261
40,2023-03-17,24,80241,385
40,2023-03-15,24,18302,319
285,2023-03-14,171,60605,26
150,2023-03-12,76.5,,386
150,2023-03-12,90,,387
80,2023-03-06,48,,388
160,2023-03-06,96,95672,389
40,2023-03-04,24,44255,290
105,2023-03-04,63,37601,390
80,2023-03-03,48,,391
160,2023-03-03,96,32779,392
40,2023-03-03,24,,393
80,2023-03-02,48,90706,244
75,2023-03-02,45,,394
40,2023-03-02,24,1301,395
80,2023-03-01,48,,396
120,2023-03-01,72,83702,397
40,2023-02-28,24,,398
75,2023-02-28,75,,399
75,2023-02-27,75,7832,368
260,2023-02-25,175,80237,367
60,2023-02-23,60,80005,400
80,2023-02-23,80,,401
80,2023-02-22,48,95672,389
80,2023-02-22,48,6830,402
75,2023-02-21,45,80504,108
160,2023-02-21,81.6,,403
80,2023-02-20,48,71138,168
80,2023-02-20,48,71138,168
80,2023-02-20,48,71138,168
80,2023-02-20,48,,169
150,2023-02-20,90,81623,13
325,2023-02-20,195,80016,404
80,2023-02-20,48,81623,261
80,2023-02-20,48,81623,261
75,2023-02-19,45,80504,108
65,2023-02-18,39,95062,50
300,2023-02-17,153,60417,405
145,2023-02-16,87,,406
300,2023-02-13,153,80503,297
80,2023-02-12,48,95672,389
40,2023-02-12,24,98626,407
40,2023-02-11,24,80120,408
650,2023-02-11,390,6830,402
210,2023-02-10,126,,409
40,2023-02-10,24,,339
40,2023-02-10,24,,339
150,2023-02-07,90,37042,113
150,2023-02-07,90,,410
60,2023-02-04,60,81623,261
60,2023-02-04,60,81623,261
195,2023-02-04,195,6379,171
80,2023-02-02,40,,411
230,2023-02-01,115,81623,261
230,2023-02-01,115,81623,261
80,2023-02-01,40,,412
80,2023-01-31,40,30233,413
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
150,2023-01-30,75,80537,105
80,2023-01-29,40,,414
80,2023-01-29,40,87106,259
80,2023-01-29,40,87106,259
80,2023-01-29,40,87106,259
60,2023-01-28,60,80111,415
150,2023-01-27,75,91006,100
240,2023-01-27,160,,355
240,2023-01-27,160,,355
240,2023-01-27,160,,355
240,2023-01-27,160,,355
240,2023-01-27,160,,355
280,2023-01-27,140,17319,416
80,2023-01-26,40,,417
150,2023-01-26,75,,418
150,2023-01-26,75,80210,58
80,2023-01-26,40,37216,341
80,2023-01-25,40,77807,419
160,2023-01-25,80,,420
160,2023-01-25,80,,420
250,2023-01-25,185,95062,50
32,2023-01-24,32,33458,191
60,2023-01-23,60,37216,341
150,2023-01-23,75,81623,261
150,2023-01-23,75,81623,261
40,2023-01-22,40,95672,389
75,2023-01-22,75,71138,168
75,2023-01-22,75,71138,168
75,2023-01-22,75,71138,168
75,2023-01-22,75,,169
75,2023-01-21,75,80222,421
40,2023-01-18,40,,422
40,2023-01-18,40,,422
75,2023-01-17,75,60620,423
40,2023-01-12,40,,424
40,2023-01-11,40,14504,296
80,2023-01-09,80,90803,117
80,2023-01-09,80,90803,117
80,2023-01-09,80,90803,117
80,2023-01-09,80,90803,117
80,2023-01-09,80,90803,117
75,2023-01-08,79.99,84096,425
75,2023-01-06,79.99,,426
40,2022-12-31,44.99,,427
40,2022-12-31,44.99,,428
155,2022-12-29,159.99,,429
155,2022-12-29,159.99,,429
40,2022-12-24,44.99,,430
60,2022-12-23,64.99,37216,341
75,2022-12-14,79.99,19964,431
260,2022-12-09,103.99,,422
260,2022-12-09,103.99,,422
260,2022-12-06,103.99,,432
70,2022-12-06,74.99,,429
70,2022-12-06,74.99,,429
86.25,2022-12-04,91.24,81623,261
86.25,2022-12-04,91.24,81623,261
75,2022-12-03,79.99,,433
75,2022-11-29,79.99,,434
75,2022-11-28,79.99,80111,415
80,2022-11-27,39.99,98056,435
130,2022-11-27,64.99,,273
130,2022-11-27,64.99,,273
130,2022-11-27,64.99,,273
130,2022-11-27,64.99,,273
130,2022-11-27,64.99,,273
270,2022-11-27,119.99,,355
270,2022-11-27,119.99,,355
270,2022-11-27,119.99,,355
270,2022-11-27,119.99,,355
270,2022-11-27,119.99,,355
150,2022-11-26,84.99,20772,280
150,2022-11-26,84.99,20772,281
75,2022-11-26,44.99,11949,436
75,2022-11-26,44.99,11949,436
325,2022-11-26,133.99,84025,437
80,2022-11-25,39.99,85050,438
500,2022-11-25,218.99,59716,194
500,2022-11-25,218.99,33496,195
32,2022-11-25,20.99,80111,439
32,2022-11-25,20.99,80122,440
60,2022-11-25,34.99,80111,439
60,2022-11-25,34.99,80122,440
450,2022-11-25,244.99,,441
450,2022-11-25,244.99,,441
40,2022-11-24,24.99,,442
32,2022-11-24,16.99,33458,191
310,2022-11-21,155,,248
310,2022-11-21,155,,248
310,2022-11-21,155,,248
310,2022-11-21,155,53144,249
150,2022-11-20,75,91006,100
150,2022-11-19,75,37148,443
150,2022-11-19,75,,444
150,2022-11-16,75,,445
150,2022-11-16,75,,445
150,2022-11-16,75,,445
150,2022-11-16,75,,445
80,2022-11-14,40,50312,446
150,2022-11-07,79.99,48220,447
150,2022-11-05,79.99,27577,448
230,2022-11-03,119.99,92691,449
150,2022-11-03,79.99,84653,71
80,2022-11-02,44.99,75401,450
150,2022-11-01,79.99,,451
150,2022-10-31,79.99,22030,452
150,2022-10-30,79.99,,243
150,2022-10-30,79.99,,243
150,2022-10-30,79.99,30082,453
150,2022-10-30,79.99,30126,454
150,2022-10-30,79.99,30126,454
150,2022-10-30,79.99,75227,455
230,2022-10-30,119.99,19002,456
150,2022-10-27,79.99,11553,457
230,2022-10-26,119.99,,458
80,2022-10-25,44.99,,459
150,2022-10-22,79.99,,445
150,2022-10-22,79.99,,445
150,2022-10-22,79.99,,445
150,2022-10-22,79.99,,445
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
150,2022-10-21,79.99,80537,105
80,2022-10-21,44.99,,460
80,2022-10-21,44.99,,460
80,2022-10-21,44.99,,460
80,2022-10-21,44.99,80504,108
80,2022-10-20,44.99,,461
80,2022-10-20,84.99,44145,462
150,2022-10-20,79.99,,463
150,2022-10-20,79.99,,464
150,2022-10-20,79.99,,464
150,2022-10-20,79.99,7901,465
160,2022-10-19,84.99,80305,466
150,2022-10-19,79.99,,467
150,2022-10-19,79.99,,467
150,2022-10-19,79.99,,467
150,2022-10-11,154.99,,468
75,2022-10-07,79.99,,469
75,2022-10-07,79.99,,469
75,2022-10-01,79.99,37042,113
60,2022-09-28,4.99,80111,415
75,2022-09-21,79.99,,470
260,2022-09-19,204.99,,273
260,2022-09-19,204.99,,273
260,2022-09-19,204.99,,273
260,2022-09-19,204.99,,273
260,2022-09-19,204.99,,273
75,2022-09-15,79.99,,469
75,2022-09-15,79.99,,469
150,2022-09-15,154.99,80125,471
75,2022-09-14,79.99,,472
260,2022-09-13,204.99,60605,26
300,2022-09-09,244.99,,460
300,2022-09-09,244.99,,460
300,2022-09-09,244.99,,460
75,2022-09-09,79.99,,473
75,2022-09-08,79.99,,474
130,2022-09-07,134.99,,475
130,2022-09-07,134.99,93035,476
150,2022-09-07,154.99,,464
150,2022-09-07,154.99,,464
75,2022-09-07,79.99,,477
150,2022-09-05,154.99,,445
150,2022-09-05,154.99,,445
150,2022-09-05,154.99,,445
150,2022-09-05,154.99,,445
75,2022-08-31,79.99,34249,478
75,2022-08-27,61.24,,467
75,2022-08-27,61.24,,467
75,2022-08-27,61.24,,467
80,2022-08-27,84.99,80305,466
75,2022-08-25,79.99,30033,479
130,2022-08-18,102.49,84025,437
75,2022-08-18,79.99,,480
40,2022-08-15,40,,481
40,2022-08-15,40,59716,194
40,2022-08-15,40,33496,195
75,2022-08-08,75,28032,482
150,2022-08-07,112.5,,483
80,2022-07-31,80,,484
80,2022-07-28,80,85050,438
75,2022-07-25,75,,485
75,2022-07-25,75,90212,486
75,2022-07-23,56.25,,487
75,2022-07-20,56.25,24558,488
75,2022-07-19,56.25,,2
75,2022-07-17,75,,374
75,2022-07-17,75,,375
75,2022-07-16,56.25,,489
75,2022-07-14,56.25,85365,161
75,2022-07-09,75,,445
75,2022-07-09,75,,445
75,2022-07-09,75,,445
75,2022-07-09,75,,445
75,2022-07-08,75,81321,369
75,2022-07-05,75,,490
75,2022-07-04,75,,491
75,2022-07-03,56.25,,492
75,2022-07-02,75,84653,71
75,2022-06-30,75,,493
150,2022-06-25,150,6511,494
75,2022-06-24,56.25,37211,495
75,2022-06-24,56.25,28401,205
75,2022-06-24,56.25,28401,205
75,2022-06-24,56.25,28401,205
75,2022-06-16,75,,248
75,2022-06-16,75,,248
75,2022-06-16,75,,248
75,2022-06-16,75,53144,249
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
75,2022-06-15,75,80537,105
65,2022-06-12,65,,475
65,2022-06-12,65,93035,476
230,2022-06-08,230,,496
75,2022-06-08,75,30082,497
75,2022-06-07,75,,498
75,2022-06-07,75,,499
150,2022-06-07,112.5,30126,454
150,2022-06-07,112.5,30126,454
75,2022-06-05,75,,500
75,2022-06-03,75,37042,113
75,2022-06-02,75,,501
75,2022-06-01,56.25,,502
150,2022-05-31,150,,503
75,2022-05-27,56.25,6614,504
75,2022-05-24,56.25,,207
75,2022-05-24,56.25,,207
75,2022-05-20,75,,505
75,2022-05-18,75,80504,108
75,2022-05-18,75,20019,225
75,2022-05-14,75,23666,506
225,2022-05-08,191.25,,507
140,2022-05-07,140,,508
75,2022-05-05,56.25,,509
150,2022-05-04,150,90212,486
260,2022-04-29,200,,510
75,2022-04-28,75,,511
75,2022-04-24,56.25,32068,512
75,2022-04-15,56.25,70777,513
75,2022-04-15,75,94509,514
80,2022-04-15,60,37801,515
75,2022-04-08,75,80538,516
75,2022-04-08,75,70814,517
75,2022-04-06,56.25,37801,515
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
75,2022-04-06,75,80537,105
480,2022-04-05,420,,518
75,2022-04-05,56.25,75703,519
75,2022-04-02,56.25,,520
75,2022-04-01,63.75,,521
75,2022-03-28,75,22204,522
75,2022-03-25,75,44235,523
150,2022-03-16,150,7046,524
75,2022-03-13,75,76021,306
75,2022-03-13,75,76021,307
80,2022-03-12,80,44145,462
75,2022-03-12,63.75,75703,519
155,2022-03-07,131.75,80015,525
75,2022-03-04,81.99,38118,526
145,2022-03-02,145,80503,527
65,2022-02-27,71.99,60605,231
75,2022-02-22,81.99,48867,528
75,2022-02-22,81.99,48867,528
130,2022-02-21,110.5,32080,529
75,2022-02-18,81.99,85746,10
75,2022-02-17,81.99,,530
75,2022-02-13,81.99,81321,369
75,2022-02-12,81.99,,531
75,2022-02-12,81.99,,532
75,2022-02-09,81.99,91362,533
75,2022-02-08,70.74,21122,380
80,2022-02-05,80,,420
80,2022-02-05,80,,420
215,2022-02-03,215,80234,534
67.5,2022-01-27,74.49,28105,535
260,2022-01-25,200,92103,536
520,2022-01-21,400,80503,155
260,2022-01-20,200,,537
75,2022-01-18,81.99,,538
75,2022-01-18,70.74,45212,539
75,2022-01-18,70.74,,540
75,2022-01-18,70.74,20772,280
75,2022-01-18,70.74,20772,281
75,2022-01-18,81.99,75241,541
75,2022-01-16,81.99,,542
150,2022-01-08,150,7901,465
75,2022-01-08,70.74,30909,543
75,2022-01-05,81.99,10463,544
520,2022-01-04,400,40223,283
75,2022-01-03,70.74,,545
75,2021-12-31,81.99,27527,546
75,2021-12-29,81.99,40207,547
260,2021-12-26,170,80550,548
75,2021-12-23,70.74,,549
75,2021-12-21,70.74,20744,550
75,2021-12-21,81.99,,14
375,2021-12-17,262.5,10040,289
375,2021-12-17,262.5,10040,289
375,2021-12-17,262.5,10040,289
375,2021-12-17,262.5,10040,289
160,2021-12-12,160,11969,551
140,2021-12-12,140,7928,552
235,2021-12-11,235,,355
235,2021-12-11,235,,355
235,2021-12-11,235,,355
235,2021-12-11,235,,355
235,2021-12-11,235,,355
155,2021-12-11,155,33173,553
260,2021-12-11,200,40223,283
80,2021-12-11,80,,554
65,2021-12-07,71.99,98056,435
75,2021-12-07,81.99,,441
75,2021-12-07,81.99,,441
80,2021-12-07,86.99,7865,555
75,2021-12-07,81.99,10040,289
75,2021-12-07,81.99,10040,289
75,2021-12-07,81.99,10040,289
75,2021-12-07,81.99,10040,289
65,2021-12-07,71.99,80237,556
75,2021-12-06,81.99,,557
1,2021-11-26,1,80237,556
65,2021-11-26,11.99,80237,556
33.75,2026-04-18,38.75,37920,558
82.5,2026-04-18,87.5,84025,559
56.25,2026-04-15,61.25,7070,560
42,2026-04-13,47,33196,561
45,2026-04-13,50,95018,562
33.75,2026-04-11,38.75,37922,563
33.75,2026-04-10,38.75,33073,564
33.75,2026-04-08,38.75,75703,519
75,2026-04-04,80,94901,565
75,2026-04-02,80,60914,566
203.75,2026-04-02,208.75,60605,26
63.75,2026-03-29,68.75,32801,567
150,2026-03-29,155,20723,568
75,2026-03-28,80,84004,569
67.5,2026-03-26,72.5,90731,570
45,2026-03-24,50,95018,562
33.75,2026-03-24,38.75,2451,571
75,2026-03-24,80,94597,572
67.5,2026-03-22,72.5,61611,573
75,2026-03-21,80,60649,574
42,2026-03-20,47,70744,575
42,2026-03-19,47,33196,561
33.75,2026-03-18,38.75,85045,576
33.75,2026-03-18,38.75,37920,558
82.5,2026-03-18,87.5,84025,559
105,2026-03-16,110,21658,577
45,2026-03-14,50,95018,562
42,2026-03-13,47,33196,561
33.75,2026-03-11,38.75,37922,563
33.75,2026-03-10,38.75,33073,564
33.75,2026-03-10,38.75,87110,578
33.75,2026-03-08,38.75,75703,519
90,2026-03-07,95,76571,579
75,2026-03-04,80,80433,580
75,2026-03-02,80,14504,296
42,2026-03-02,47,33196,561
67.5,2026-02-26,72.5,90731,570
75,2026-02-26,80,80210,581
52.5,2026-02-22,57.5,92567,582
67.5,2026-02-22,72.5,61611,573
42,2026-02-20,47,70744,575
33.75,2026-02-18,38.75,85045,576
33.75,2026-02-18,38.75,37920,558
82.5,2026-02-18,87.5,84025,559
220,2026-02-17,225,60605,231
300,2026-02-16,305,80220,583
42,2026-02-13,47,33196,561
33.75,2026-02-11,38.75,37922,563
33.75,2026-02-10,38.75,87110,578
75,2026-02-09,80,36564,584
56.25,2026-02-09,61.25,7070,585
33.75,2026-02-08,38.75,75703,519
56.25,2026-02-05,61.25,75098,586
75,2026-02-04,80,92808,587
52.5,2026-02-02,57.5,33157,39
150,2026-02-02,155,10028,128
67.5,2026-01-26,72.5,90731,570
60,2026-01-26,65,80250,588
75,2026-01-23,80,84074,589
90,2026-01-20,95,80211,590
225,2026-01-20,230,80220,583
42,2026-01-20,47,70744,575
33.75,2026-01-18,38.75,37920,558
82.5,2026-01-18,87.5,84025,559
42,2026-01-13,47,33196,561
33.75,2026-01-11,38.75,37922,563
78.75,2026-01-10,83.75,87110,578
33.75,2026-01-08,38.75,75703,519
300,2026-01-07,305,80220,583
52.5,2026-01-04,57.5,61611,573
33.75,2026-01-04,38.75,90277,591
56.25,2026-01-03,61.25,74467,592
45,2025-12-30,50,80210,593
45,2025-12-30,50,87110,594
225,2025-12-28,230,80220,583
72,2025-12-23,77,80015,19
150,2025-12-23,155,84004,569
33.75,2025-12-23,38.75,94901,595
31.5,2025-12-23,36.5,94901,595
75,2025-12-22,80,80220,583
67.5,2025-12-22,72.5,61611,573
75,2025-12-21,80,81623,13
42,2025-12-20,47,70744,575
33.75,2025-12-18,38.75,37920,558
82.5,2025-12-18,87.5,84025,559
45,2025-12-15,50,56304,562
42,2025-12-13,47,33196,561
75,2025-12-12,80,77059,596
75,2025-12-12,80,90045,597
33.75,2025-12-11,38.75,85045,576
33.75,2025-12-11,38.75,37922,563
33.75,2025-12-08,38.75,93940,598
33.75,2025-12-08,38.75,75703,519
75,2025-12-08,80,27707,599
75,2025-12-06,80,61611,573
31.5,2025-12-05,36.5,94901,595
42,2025-12-05,47,33196,561
33.75,2025-12-05,38.75,22079,600
33.75,2025-12-04,38.75,90277,591
56.25,2025-12-03,61.25,74467,592
45,2025-12-02,50,80210,593
45,2025-12-01,50,85395,601
390,2025-12-01,395,80503,155
75,2025-12-01,80,85045,602
45,2025-12-01,50,80303,81
90,2025-11-30,95,63362,236
150,2025-11-30,155,36064,603
45,2025-11-29,45,33073,564
150,2025-11-28,155,80027,3
120,2025-11-28,125,10301,604
75,2025-11-28,80,91006,100
56.25,2025-11-28,61.25,30310,605
90,2025-11-27,95,48506,606
75,2025-11-27,80,74467,164
75,2025-11-27,80,60611,607
0,2025-11-26,5,11385,608
75,2025-11-24,80,75002,609
90,2025-11-24,95,44116,94
75,2025-11-23,80,80504,108
45,2025-11-23,50,95060,34
67.5,2025-11-22,72.5,61611,573
0,2025-11-20,5,22182,118
42,2025-11-20,47,70744,575
75,2025-11-19,80,22182,118
75,2025-11-19,80,22182,118
75,2025-11-19,80,77328,610
0,2025-11-19,5,92253,611
75,2025-11-19,80,92253,611
75,2025-11-18,80,90241,257
150,2025-11-18,155,46637,243
33.75,2025-11-18,38.75,37920,558
82.5,2025-11-18,87.5,84025,559
75,2025-11-17,80,36532,612
42,2025-11-13,47,33196,561
33.75,2025-11-11,38.75,37922,563
33.75,2025-11-08,38.75,93940,598
33.75,2025-11-08,38.75,75703,519
75,2025-11-06,80,60071,613
33.75,2025-11-04,38.75,90277,591
56.25,2025-11-03,61.25,74467,592
56.25,2025-10-30,61.25,93309,59
75,2025-10-28,80,80537,105
56.25,2025-10-28,61.25,30310,605
45,2025-10-25,50,11385,608
65,2025-10-24,70,2043,614
42,2025-10-20,47,70744,575
82.5,2025-10-18,87.5,84025,559
90,2025-10-15,95,11372,615
75,2025-10-15,80,80111,616
79.2,2025-10-15,84.2,95567,617
42,2025-10-13,47,33196,561
33.75,2025-10-08,38.75,93940,598
33.75,2025-10-08,38.75,75703,519
21,2025-10-07,26,10516,618
56.25,2025-10-05,61.25,60649,574
56.25,2025-09-30,61.25,93309,59
240,2025-09-29,245,7940,619
99,2025-09-26,104,80231,620
42,2025-09-20,47,70744,575
82.5,2025-09-18,87.5,84025,559
165,2025-09-16,170,20744,621
42,2025-09-13,47,33196,561
75,2025-09-11,80,80537,105
56.25,2025-09-10,61.25,92505,622
33.75,2025-09-08,38.75,75703,519
21,2025-09-07,26,10516,618
63.75,2025-09-05,68.75,80301,623
56.25,2025-08-30,61.25,93309,59
150,2025-08-28,155,89166,624
90,2025-08-22,95,53704,625
42,2025-08-20,47,70744,575
82.5,2025-08-18,87.5,84025,559
75,2025-08-15,80,80110,626
42,2025-08-13,47,33196,561
33.75,2025-08-08,38.75,75703,519
33.75,2025-08-07,38.75,2575,627
45,2025-08-07,50,56304,562
21,2025-08-07,26,10516,618
45,2025-08-05,50,95010,628
56.25,2025-07-30,61.25,93309,59
150,2025-07-23,155,10028,128
42,2025-07-20,47,70744,575
82.5,2025-07-19,87.5,84025,559
21,2025-07-17,26,99006,629
75,2025-07-15,80,80516,630
42,2025-07-14,47,16506,631
42,2025-07-13,47,33196,561
21,2025-07-10,21,93277,632
33.75,2025-07-08,33.75,75703,519
56,2025-07-08,56,48342,177
31.5,2025-07-08,31.5,23602,633
33.75,2025-07-07,33.75,2575,627
21,2025-07-07,21,10516,618
28,2025-07-06,28,80222,103
98,2025-07-06,98,81623,13
45,2025-07-06,45,37216,341
45,2025-07-06,45,80215,634
28,2025-07-06,28,33073,564
115,2025-07-06,115,61455,33
33.75,2025-07-05,33.75,22079,600
28,2025-07-05,28,2860,635
45,2025-07-03,45,36532,612
45,2025-07-03,45,6382,636
56,2025-07-03,56,98605,637
45,2025-07-03,45,36064,603
28,2025-07-03,28,1834,638
45,2025-07-02,45,12077,639
56,2025-07-01,56,48506,640
28,2025-07-01,28,74074,641
51,2025-07-01,51,34480,642
28,2025-07-01,28,97439,643
73,2025-06-30,73,60611,115
45,2025-06-29,45,2816,102
45,2025-06-29,45,2816,102
28,2025-06-29,28,28090,644
28,2025-06-29,28,,645
58,2025-06-28,58,85282,137
28,2025-06-28,28,79912,646
171,2025-06-28,171,17325,647
31.5,2025-06-28,31.5,75098,586
56,2025-06-28,56,22968,648
84,2025-06-28,84,32835,12
36,2025-06-26,36,98109,649
60,2025-06-24,60,95409,650
135,2025-06-23,135,7928,552
90,2025-06-20,90,89166,624
42,2025-06-20,42,70744,575
48,2025-06-19,48,22968,648
45,2025-06-18,45,14618,651
82.5,2025-06-18,82.5,84025,559
21,2025-06-17,21,99006,629
28,2025-06-16,28,56220,652
45,2025-06-14,45,80126,653
42,2025-06-14,42,16506,631
42,2025-06-13,42,33196,561
23.8,2025-06-11,23.8,1604,654
28,2025-06-08,28,80482,655
45,2025-06-06,45,55104,656
105,2025-06-06,105,55104,656
33.75,2025-06-05,33.75,22079,600
45,2025-06-04,45,89166,624
180,2025-06-03,180,60605,26
90,2025-06-03,90,46637,243
103,2025-06-01,103,22182,118
133,2025-05-31,133,35213,657
44.8,2025-05-30,44.8,48506,606
45,2025-05-29,45,22182,118
155,2025-05-26,155,30307,658
45,2025-05-25,45,54455,659
45,2025-05-24,45,20876,318
90,2025-05-23,90,85746,10
23.8,2025-05-22,23.8,80920,660
56,2025-05-21,56,80013,661
42,2025-05-20,42,70744,575
21,2025-05-19,21,89122,4
90,2025-05-19,90,46637,243
28,2025-05-18,28,45658,662
82.5,2025-05-18,82.5,84025,559
21,2025-05-17,21,99006,629
90,2025-05-17,90,7960,663
45,2025-05-17,45,77550,664
45,2025-05-15,45,85016,665
101,2025-05-15,101,29669,666
42,2025-05-14,42,16506,631
59.5,2025-05-13,59.5,2052,667
56,2025-05-11,56,60202,668
21,2025-05-10,21,80909,669
28,2025-05-09,28,79912,646
56,2025-05-07,56,44116,94
28,2025-05-06,28,95116,670
28,2025-05-06,28,97216,670
140,2025-05-06,140,97479,671
28,2025-05-06,28,80110,672
90,2025-05-06,90,80211,673
28,2025-05-06,28,80120,193
56,2025-05-06,56,30030,9
56,2025-05-06,56,80504,674
73,2025-05-06,73,22079,600
45,2025-05-05,45,72207,675
62.05,2025-05-04,62.05,80110,676
56,2025-04-28,56,48506,606
112,2025-04-27,112,80015,677
42,2025-04-27,42,17603,189
56,2025-04-26,56,81301,678
23.8,2025-04-24,23.8,65721,679
38.25,2025-04-22,38.25,89131,680
23.8,2025-04-22,23.8,29669,666
120,2025-04-21,120,80002,634
45,2025-04-20,45,84653,71
42,2025-04-20,42,70744,575
28,2025-04-20,28,53212,681
42,2025-04-20,42,33196,561
45,2025-04-20,45,20148,509
45,2025-04-19,45,78155,682
103,2025-04-19,103,2540,683
73,2025-04-19,73,87507,684
21,2025-04-18,21,89122,4
73,2025-04-18,73,97216,670
45,2025-04-18,45,80122,685
45,2025-04-18,45,85282,137
45,2025-04-17,45,53154,686
21,2025-04-17,21,99006,629
73,2025-04-16,73,7932,687
45,2025-04-16,45,72207,675
45,2025-04-16,45,86426,44
82.5,2025-04-16,82.5,11105,688
23.8,2025-04-16,23.8,60402,689
21,2025-04-15,21,80221,690
45,2025-04-15,45,80210,58
42,2025-04-14,42,16506,631
23.8,2025-04-13,23.8,43112,691
28,2025-04-13,28,48363,692
21,2025-04-11,21,92539,693
21,2025-04-10,21,80909,669
21,2025-04-10,21,10462,694
90,2025-04-10,90,69001,695
45,2025-04-08,45,75098,586
42,2025-04-08,42,60620,696
28,2025-04-06,28,48045,697
45,2025-04-04,45,7960,663
90,2025-04-03,90,78070,698
45,2025-04-02,45,80249,699
45,2025-04-01,45,98640,700
101,2025-04-01,101,91350,320
28,2025-04-01,28,22182,118
28,2025-03-30,28,85395,601
28,2025-03-30,28,13753,70
56,2025-03-29,56,80220,701
70,2025-03-28,70,40223,283
42,2025-03-27,42,17603,189
47.6,2025-03-27,47.6,,645
140,2025-03-25,140,60614,21
21,2025-03-25,21,81611,702
70,2025-03-23,70,8742,186
84,2025-03-23,84,30582,703
45,2025-03-23,45,22314,704
45,2025-03-23,45,59101,705
45,2025-03-23,45,59101,705
28,2025-03-22,28,93940,598
42,2025-03-20,42,33196,561
28,2025-03-19,28,28090,644
21,2025-03-18,21,89122,4
56,2025-03-18,56,1945,706
21,2025-03-17,21,99006,629
28,2025-03-17,28,75048,707
28,2025-03-16,28,81623,13
38.25,2025-03-16,38.25,50801,708
21,2025-03-15,21,80221,690
42,2025-03-12,42,60620,696
90,2025-03-11,90,2816,102
21,2025-03-11,21,92539,693
56,2025-03-10,56,98375,8
21,2025-03-10,21,80909,669
33.75,2025-03-08,33.75,75703,519
45,2025-03-07,45,84043,440
155,2025-03-05,155,84025,709
28,2025-03-04,28,81611,702
28,2025-03-04,28,61853,710
45,2025-03-04,45,91362,711
45,2025-03-02,45,95448,712
45,2025-03-02,45,80305,466
45,2025-03-02,45,38141,22
45,2025-03-02,45,20002,713
45,2025-03-01,45,23693,714
45,2025-02-28,45,80504,108
21,2025-02-28,21,97405,715
45,2025-02-28,45,91331,716
28,2025-02-27,28,83703,717
45,2025-02-26,45,80122,440
45,2025-02-25,45,59602,718
28,2025-02-25,28,80504,674
90,2025-02-25,90,80027,3
33.75,2025-02-24,33.75,92115,719
33.75,2025-02-23,33.75,91766,720
45,2025-02-21,45,88012,721
39.2,2025-02-20,39.2,33196,561
63,2025-02-19,63,97405,715
28,2025-02-19,28,91367,722
21,2025-02-18,21,89122,4
45,2025-02-18,45,90012,723
39.2,2025-02-18,39.2,79912,646
28,2025-02-18,28,87102,724
19.6,2025-02-18,19.6,48342,177
28,2025-02-17,28,54136,725
28,2025-02-17,28,68005,129
21,2025-02-17,21,99006,629
337,2025-02-14,337,80221,726
28,2025-02-11,28,30809,727
21,2025-02-11,21,92539,693
21,2025-02-10,21,80909,669
112,2025-02-09,112,20019,225
112,2025-02-09,112,,645
112,2025-02-08,112,81623,13
33.75,2025-02-08,33.75,75703,519
112,2025-02-08,112,10801,728
180,2025-02-08,180,7928,552
22.4,2025-02-07,22.4,11421,729
45,2025-02-06,45,97470,730
28,2025-02-06,28,30809,731
23.8,2025-02-04,23.8,33196,561
28,2025-02-01,28,95060,34
28,2025-02-01,28,95060,34
47.6,2025-01-30,47.6,48506,606
141,2025-01-29,141,72205,732
204,2025-01-29,204,33178,733
21,2025-01-29,21,97405,715
23.8,2025-01-29,23.8,90640,734
31.5,2025-01-29,31.5,7801,382
